route_highway_2_x,route_highway_2_y,route_highway_1_x,route_highway_1_y,route_highway_0_x,route_highway_0_y,route_merging_0_x,route_merging_0_y,route_merging_1_x,route_merging_1_y,others_x,others_y
216608.42,452323.06,216605.22,452323.08,216602.02,452323.01,216599.01,452307.68,216602.27,452302.6,1,1
216608.43,452322.07,216605.23,452322.08,216602.03,452322.02,216599.02,452306.68,216602.28,452301.61,1,1
216608.44,452321.08,216605.24,452321.09,216602.04,452321.03,216599.03,452305.7,216602.29,452300.62,1,1
216608.46,452320.08,216605.25,452320.1,216602.06,452320.03,216599.04,452304.7,216602.3,452299.62,1,1
216608.47,452319.09,216605.27,452319.11,216602.07,452319.04,216599.05,452303.71,216602.32,452298.62,1,1
216608.48,452318.1,216605.28,452318.12,216602.08,452318.04,216599.07,452302.71,216602.33,452297.63,1,1
216608.49,452317.11,216605.29,452317.12,216602.09,452317.06,216599.08,452301.73,216602.34,452296.63,1,1
216608.5,452316.11,216605.3,452316.13,216602.1,452316.06,216599.09,452300.73,216602.35,452295.63,1,1
216608.52,452315.12,216605.32,452315.14,216602.12,452315.06,216599.1,452299.74,216602.37,452294.64,1,1
216608.53,452314.13,216605.33,452314.15,216602.13,452314.07,216599.11,452298.75,216602.37,452293.69,1,1
216608.54,452313.13,216605.34,452313.16,216602.14,452313.07,216599.13,452297.76,216602.36,452292.7,1,1
216608.55,452312.14,216605.35,452312.17,216602.15,452312.08,216599.14,452296.76,216602.35,452291.7,1,1
216608.57,452311.14,216605.36,452311.18,216602.16,452311.09,216599.15,452295.76,216602.34,452290.71,1,1
216608.58,452310.15,216605.38,452310.19,216602.18,452310.09,216599.16,452294.78,216602.33,452289.72,1,1
216608.59,452309.16,216605.39,452309.19,216602.19,452309.1,216599.17,452293.88,216602.32,452288.72,1,1
216608.6,452308.16,216605.4,452308.2,216602.2,452308.11,216599.16,452292.89,216602.31,452287.73,1,1
216608.61,452307.17,216605.41,452307.21,216602.21,452307.12,216599.15,452291.9,216602.3,452286.74,1,1
216608.63,452306.18,216605.42,452306.21,216602.23,452306.13,216599.14,452290.91,216602.29,452285.75,1,1
216608.64,452305.19,216605.44,452305.22,216602.24,452305.13,216599.13,452289.92,216602.28,452284.76,1,1
216608.65,452304.19,216605.45,452304.24,216602.25,452304.14,216599.12,452288.93,216602.28,452283.76,1,1
216608.66,452303.2,216605.46,452303.25,216602.26,452303.15,216599.11,452287.93,216602.27,452282.78,1,1
216608.67,452302.21,216605.47,452302.26,216602.27,452302.16,216599.1,452286.94,216602.26,452281.78,1,1
216608.69,452301.21,216605.49,452301.26,216602.29,452301.17,216599.1,452285.96,216602.25,452280.79,1,1
216608.7,452300.22,216605.5,452300.26,216602.3,452300.17,216599.09,452284.96,216602.24,452279.8,1,1
216608.71,452299.23,216605.51,452299.26,216602.31,452299.17,216599.08,452283.96,216602.23,452278.8,1,1
216608.72,452298.24,216605.52,452298.26,216602.32,452298.18,216599.07,452282.98,216602.22,452277.81,1,1
216608.73,452297.25,216605.53,452297.26,216602.33,452297.18,216599.06,452281.98,216602.21,452276.82,1,1
216608.75,452296.25,216605.55,452296.27,216602.35,452296.19,216599.05,452280.99,216602.2,452275.83,1,1
216608.76,452295.26,216605.56,452295.28,216602.36,452295.19,216599.04,452280,216602.19,452274.83,1,1
216608.77,452294.23,216605.57,452294.29,216602.37,452294.2,216599.03,452279.01,216602.18,452273.84,1,1
216608.76,452293.16,216605.56,452293.27,216602.36,452293.25,216599.02,452278.01,216602.17,452272.84,1,1
216608.75,452292.17,216605.55,452292.28,216602.35,452292.25,216599.01,452277.02,216602.17,452271.84,1,1
216608.74,452291.17,216605.55,452291.29,216602.34,452291.25,216599,452276.04,216602.16,452270.86,1,1
216608.74,452290.17,216605.54,452290.29,216602.34,452290.27,216599,452275.04,216602.15,452269.87,1,1
216608.73,452289.19,216605.53,452289.3,216602.33,452289.27,216598.99,452274.06,216602.14,452268.88,1,1
216608.72,452288.2,216605.52,452288.31,216602.32,452288.28,216598.98,452273.07,216602.13,452267.89,1,1
216608.71,452287.21,216605.51,452287.32,216602.31,452287.29,216598.97,452272.08,216602.12,452266.9,1,1
216608.7,452286.21,216605.5,452286.33,216602.3,452286.29,216598.96,452271.08,216602.11,452265.9,1,1
216608.69,452285.22,216605.49,452285.33,216602.29,452285.3,216598.95,452270.09,216602.1,452264.9,1,1
216608.68,452284.22,216605.48,452284.34,216602.28,452284.32,216598.94,452269.1,216602.09,452263.91,1,1
216608.67,452283.23,216605.47,452283.34,216602.27,452283.32,216598.93,452268.11,216602.08,452262.91,1,1
216608.66,452282.23,216605.46,452282.35,216602.26,452282.33,216598.92,452267.12,216602.07,452261.92,1,1
216608.65,452281.25,216605.45,452281.35,216602.25,452281.34,216598.91,452266.13,216602.07,452260.93,1,1
216608.64,452280.25,216605.44,452280.36,216602.24,452280.35,216598.9,452265.14,216602.06,452259.94,1,1
216608.63,452279.27,216605.44,452279.36,216602.24,452279.35,216598.89,452264.14,216602.05,452258.94,1,1
216608.63,452278.28,216605.43,452278.36,216602.23,452278.36,216598.89,452263.15,216602.04,452257.95,1,1
216608.62,452277.28,216605.42,452277.38,216602.22,452277.37,216598.88,452262.16,216602.03,452256.95,1,1
216608.61,452276.3,216605.41,452276.39,216602.21,452276.38,216598.87,452261.17,216602.02,452255.96,1,1
216608.6,452275.3,216605.4,452275.4,216602.2,452275.38,216598.86,452260.17,216602.01,452254.96,1,1
216608.59,452274.31,216605.39,452274.4,216602.19,452274.39,216598.85,452259.18,216602,452253.97,1,1
216608.58,452273.31,216605.38,452273.4,216602.18,452273.39,216598.84,452258.18,216601.99,452252.98,1,1
216608.57,452272.32,216605.37,452272.4,216602.17,452272.4,216598.83,452257.18,216601.98,452251.99,1,1
216608.56,452271.33,216605.36,452271.42,216602.16,452271.4,216598.82,452256.19,216601.97,452251,1,1
216608.55,452270.35,216605.35,452270.42,216602.15,452270.41,216598.81,452255.19,216601.96,452250,1,1
216608.54,452269.35,216605.34,452269.44,216602.14,452269.42,216598.8,452254.21,216601.96,452249,1,1
216608.53,452268.36,216605.33,452268.45,216602.13,452268.44,216598.79,452253.22,216601.95,452248.01,1,1
216608.52,452267.36,216605.33,452267.46,216602.13,452267.45,216598.78,452252.22,216601.94,452247.01,1,1
216608.52,452266.36,216605.32,452266.46,216602.12,452266.45,216598.78,452251.22,216601.93,452246.02,1,1
216608.51,452265.37,216605.31,452265.47,216602.11,452265.46,216598.77,452250.22,216601.92,452245.02,1,1
216608.5,452264.37,216605.3,452264.48,216602.1,452264.46,216598.76,452249.23,216601.91,452244.03,1,1
216608.49,452263.38,216605.29,452263.49,216602.09,452263.46,216598.75,452248.24,216601.9,452243.05,1,1
216608.48,452262.39,216605.28,452262.5,216602.08,452262.47,216598.74,452247.25,216601.89,452242.06,1,1
216608.47,452261.4,216605.27,452261.5,216602.07,452261.47,216598.73,452246.26,216601.88,452241.07,1,1
216608.46,452260.41,216605.26,452260.5,216602.06,452260.48,216598.72,452245.26,216601.87,452240.09,1,1
216608.45,452259.41,216605.25,452259.51,216602.05,452259.49,216598.71,452244.26,216601.86,452239.1,1,1
216608.44,452258.43,216605.24,452258.52,216602.04,452258.5,216598.7,452243.27,216601.85,452238.11,1,1
216608.43,452257.44,216605.23,452257.53,216602.03,452257.5,216598.69,452242.28,216601.85,452237.11,1,1
216608.42,452256.45,216605.22,452256.53,216602.02,452256.5,216598.68,452241.29,216601.84,452236.12,1,1
216608.42,452255.46,216605.22,452255.54,216602.02,452255.51,216598.67,452240.3,216601.83,452235.12,1,1
216608.41,452254.46,216605.21,452254.55,216602.01,452254.51,216598.67,452239.3,216601.82,452234.12,1,1
216608.4,452253.47,216605.2,452253.56,216602,452253.52,216598.66,452238.31,216601.81,452233.12,1,1
216608.39,452252.47,216605.19,452252.56,216601.99,452252.54,216598.65,452237.32,216601.8,452232.13,1,1
216608.38,452251.48,216605.18,452251.57,216601.98,452251.54,216598.64,452236.32,216601.79,452231.14,1,1
216608.37,452250.48,216605.17,452250.57,216601.97,452250.55,216598.63,452235.32,216601.78,452230.15,1,1
216608.36,452249.49,216605.16,452249.58,216601.96,452249.56,216598.62,452234.33,216601.77,452229.15,1,1
216608.35,452248.5,216605.15,452248.59,216601.95,452248.56,216598.61,452233.34,216601.76,452228.15,1,1
216608.34,452247.5,216605.14,452247.59,216601.94,452247.56,216598.6,452232.35,216601.75,452227.16,1,1
216608.33,452246.51,216605.13,452246.6,216601.93,452246.57,216598.59,452231.36,216601.74,452226.17,1,1
216608.32,452245.53,216605.12,452245.61,216601.92,452245.57,216598.58,452230.37,216601.74,452225.18,1,1
216608.31,452244.53,216605.12,452244.62,216601.91,452244.58,216598.57,452229.38,216601.73,452224.19,1,1
216608.31,452243.54,216605.11,452243.62,216601.91,452243.59,216598.56,452228.38,216601.72,452223.21,1,1
216608.3,452242.56,216605.1,452242.63,216601.9,452242.6,216598.56,452227.39,216601.71,452222.21,1,1
216608.29,452241.57,216605.09,452241.63,216601.89,452241.62,216598.55,452226.39,216601.7,452221.22,1,1
216608.28,452240.58,216605.08,452240.63,216601.88,452240.63,216598.54,452225.41,216601.69,452220.22,1,1
216608.27,452239.58,216605.07,452239.64,216601.87,452239.64,216598.53,452224.42,216601.68,452219.24,1,1
216608.26,452238.59,216605.06,452238.65,216601.86,452238.65,216598.52,452223.43,216601.66,452218.25,1,1
216608.25,452237.61,216605.05,452237.66,216601.85,452237.66,216598.51,452222.44,216601.65,452217.26,1,1
216608.24,452236.62,216605.04,452236.67,216601.84,452236.66,216598.5,452221.45,216601.64,452216.26,1,1
216608.23,452235.63,216605.03,452235.68,216601.83,452235.67,216598.49,452220.45,216601.63,452215.26,1,1
216608.22,452234.64,216605.02,452234.69,216601.82,452234.67,216598.48,452219.46,216601.62,452214.27,1,1
216608.21,452233.65,216605.01,452233.69,216601.81,452233.67,216598.47,452218.47,216601.61,452213.28,1,1
216608.21,452232.65,216605.01,452232.7,216601.8,452232.68,216598.46,452217.47,216601.6,452212.29,1,1
216608.2,452231.66,216605,452231.7,216601.8,452231.68,216598.45,452216.48,216601.59,452211.3,1,1
216608.19,452230.67,216604.99,452230.71,216601.79,452230.69,216598.44,452215.49,216601.57,452210.31,1,1
216608.18,452229.68,216604.98,452229.73,216601.78,452229.7,216598.42,452214.5,216601.56,452209.31,1,1
216608.17,452228.69,216604.97,452228.73,216601.77,452228.7,216598.41,452213.5,216601.55,452208.32,1,1
216608.16,452227.71,216604.96,452227.74,216601.76,452227.71,216598.4,452212.51,216601.54,452207.33,1,1
216608.15,452226.71,216604.95,452226.75,216601.75,452226.72,216598.39,452211.53,216601.53,452206.33,1,1
216608.14,452225.72,216604.94,452225.76,216601.74,452225.73,216598.38,452210.53,216601.52,452205.34,1,1
216608.13,452224.72,216604.93,452224.77,216601.73,452224.74,216598.37,452209.54,216601.51,452204.35,1,1
216608.12,452223.73,216604.92,452223.78,216601.72,452223.74,216598.36,452208.55,216601.5,452203.36,1,1
216608.12,452222.73,216604.92,452222.77,216601.72,452222.76,216598.35,452207.56,216601.49,452202.37,1,1
216608.1,452221.74,216604.9,452221.78,216601.7,452221.78,216598.34,452206.57,216601.47,452201.37,1,1
216608.09,452220.75,216604.89,452220.78,216601.69,452220.79,216598.33,452205.57,216601.46,452200.38,1,1
216608.08,452219.76,216604.88,452219.79,216601.68,452219.79,216598.32,452204.58,216601.45,452199.38,1,1
216608.07,452218.77,216604.87,452218.79,216601.67,452218.81,216598.3,452203.59,216601.44,452198.4,1,1
216608.06,452217.78,216604.86,452217.79,216601.66,452217.82,216598.29,452202.61,216601.43,452197.4,1,1
216608.05,452216.79,216604.85,452216.8,216601.65,452216.82,216598.28,452201.61,216601.42,452196.41,1,1
216608.04,452215.8,216604.84,452215.81,216601.64,452215.82,216598.27,452200.62,216601.41,452195.42,1,1
216608.03,452214.81,216604.83,452214.81,216601.63,452214.83,216598.26,452199.63,216601.4,452194.43,1,1
216608.02,452213.82,216604.81,452213.82,216601.61,452213.83,216598.25,452198.63,216601.38,452193.43,1,1
216608,452212.84,216604.8,452212.82,216601.6,452212.85,216598.24,452197.64,216601.37,452192.43,1,1
216607.99,452211.84,216604.79,452211.83,216601.59,452211.86,216598.23,452196.65,216601.36,452191.43,1,1
216607.98,452210.85,216604.78,452210.84,216601.58,452210.87,216598.22,452195.66,216601.35,452190.44,1,1
216607.97,452209.85,216604.77,452209.86,216601.57,452209.88,216598.21,452194.67,216601.25,452189.46,1,1
216607.96,452208.86,216604.76,452208.87,216601.56,452208.88,216598.2,452193.68,216601.14,452188.47,1,1
216607.95,452207.86,216604.75,452207.88,216601.55,452207.89,216598.18,452192.68,216601.04,452187.5,1,1
216607.94,452206.87,216604.74,452206.88,216601.54,452206.89,216598.17,452191.69,216600.73,452186.56,1,1
216607.93,452205.87,216604.73,452205.89,216601.53,452205.9,216598.16,452190.7,216600.41,452185.62,1,1
216607.91,452204.88,216604.71,452204.9,216601.51,452204.91,216598.11,452189.7,216600.08,452184.69,1,1
216607.9,452203.88,216604.7,452203.91,216601.5,452203.92,216598.04,452188.72,216599.76,452183.76,1,1
216607.89,452202.89,216604.69,452202.92,216601.49,452202.92,216597.97,452187.72,216599.59,452182.78,1,1
216607.88,452201.89,216604.68,452201.92,216601.48,452201.93,216597.74,452186.76,216599.47,452181.8,1,1
216607.87,452200.91,216604.67,452200.93,216601.47,452200.94,216597.49,452185.79,216599.34,452180.83,1,1
216607.86,452199.91,216604.66,452199.93,216601.46,452199.95,216597.13,452184.87,216599.3,452179.84,1,1
216607.85,452198.91,216604.65,452198.94,216601.45,452198.95,216596.77,452183.95,216599.27,452178.84,1,1
216607.84,452197.92,216604.64,452197.94,216601.44,452197.96,216596.43,452183.03,216599.24,452177.84,1,1
216607.82,452196.93,216604.62,452196.95,216601.42,452196.97,216596.09,452182.09,216599.21,452176.85,1,1
216607.81,452195.93,216604.61,452195.96,216601.41,452195.97,216595.75,452181.16,216599.19,452175.85,1,1
216607.8,452194.94,216604.6,452194.97,216601.4,452194.99,216595.56,452180.18,216599.16,452174.86,1,1
216607.79,452193.94,216604.59,452193.98,216601.39,452193.99,216595.48,452179.19,216599.13,452173.87,1,1
216607.78,452192.95,216604.58,452192.99,216601.38,452192.99,216595.4,452178.2,216599.1,452172.88,1,1
216607.77,452191.96,216604.57,452192,216601.37,452192,216595.32,452177.22,216599.07,452171.89,1,1
216607.76,452190.97,216604.56,452191,216601.36,452191,216595.25,452176.23,216599.05,452170.9,1,1
216607.71,452189.98,216604.51,452190.02,216601.31,452190.01,216595.17,452175.25,216599.02,452169.91,1,1
216607.61,452188.99,216604.41,452189.04,216601.2,452189.03,216595.09,452174.26,216598.99,452168.92,1,1
216607.5,452188,216604.3,452188.06,216601.1,452188.05,216595.01,452173.27,216598.96,452167.93,1,1
216607.32,452187.03,216604.12,452187.09,216600.9,452187.08,216594.93,452172.29,216598.94,452166.94,1,1
216607,452186.09,216603.8,452186.15,216600.59,452186.15,216594.85,452171.3,216598.91,452165.95,1,1
216606.68,452185.14,216603.48,452185.2,216600.27,452185.21,216594.77,452170.31,216598.88,452164.96,1,1
216606.36,452184.2,216603.16,452184.27,216599.94,452184.28,216594.7,452169.32,216598.85,452163.97,1,1
216606.07,452183.26,216602.87,452183.32,216599.66,452183.33,216594.62,452168.32,216598.82,452162.98,1,1
216605.94,452182.27,216602.74,452182.34,216599.54,452182.35,216594.54,452167.33,216598.8,452161.99,1,1
216605.82,452181.28,216602.62,452181.35,216599.41,452181.38,216594.46,452166.35,216598.77,452161,1,1
216605.71,452180.29,216602.51,452180.36,216599.31,452180.39,216594.38,452165.37,216598.74,452160,1,1
216605.69,452179.3,216602.49,452179.36,216599.28,452179.39,216594.3,452164.37,216598.71,452159.01,1,1
216605.66,452178.31,216602.46,452178.36,216599.26,452178.4,216594.22,452163.39,216598.68,452158.02,1,1
216605.63,452177.31,216602.43,452177.36,216599.23,452177.4,216594.14,452162.4,216598.66,452157.03,1,1
216605.6,452176.33,216602.4,452176.36,216599.2,452176.41,216594.07,452161.41,216598.63,452156.03,1,1
216605.58,452175.33,216602.37,452175.37,216599.17,452175.42,216593.99,452160.42,216598.6,452155.04,1,1
216605.55,452174.33,216602.35,452174.38,216599.15,452174.43,216593.91,452159.43,216598.57,452154.05,1,1
216605.52,452173.33,216602.32,452173.39,216599.12,452173.44,216593.83,452158.44,216598.55,452153.05,1,1
216605.49,452172.33,216602.29,452172.4,216599.09,452172.45,216593.73,452157.44,216598.52,452152.06,1,1
216605.46,452171.35,216602.26,452171.41,216599.06,452171.46,216593.59,452156.45,216598.49,452151.07,1,1
216605.44,452170.35,216602.23,452170.41,216599.03,452170.47,216593.45,452155.47,216598.46,452150.09,1,1
216605.41,452169.36,216602.21,452169.42,216599.01,452169.48,216593.31,452154.49,216598.43,452149.1,1,1
216605.38,452168.37,216602.18,452168.42,216598.98,452168.48,216593.17,452153.5,216598.41,452148.12,1,1
216605.35,452167.37,216602.15,452167.44,216598.95,452167.5,216593.03,452152.51,216598.38,452147.12,1,1
216605.32,452166.38,216602.12,452166.45,216598.92,452166.51,216592.89,452151.53,216598.35,452146.12,1,1
216605.3,452165.39,216602.1,452165.45,216598.9,452165.52,216592.75,452150.54,216598.32,452145.13,1,1
216605.27,452164.39,216602.07,452164.46,216598.87,452164.53,216592.61,452149.56,216598.29,452144.13,1,1
216605.24,452163.41,216602.04,452163.47,216598.84,452163.54,216592.47,452148.57,216598.27,452143.14,1,1
216605.21,452162.41,216602.01,452162.47,216598.81,452162.55,216592.33,452147.59,216598.24,452142.15,1,1
216605.18,452161.41,216601.98,452161.48,216598.78,452161.56,216592.19,452146.6,216598.21,452141.16,1,1
216605.16,452160.41,216601.96,452160.49,216598.76,452160.56,216592.05,452145.61,216598.18,452140.17,1,1
216605.13,452159.42,216601.93,452159.49,216598.73,452159.56,216591.91,452144.64,216598.16,452139.18,1,1
216605.1,452158.42,216601.9,452158.49,216598.7,452158.57,216591.77,452143.66,216598.13,452138.18,1,1
216605.07,452157.42,216601.87,452157.5,216598.67,452157.59,216591.63,452142.68,216598.1,452137.19,1,1
216605.05,452156.44,216601.84,452156.5,216598.64,452156.59,216591.49,452141.69,216598.07,452136.19,1,1
216605.02,452155.44,216601.82,452155.51,216598.62,452155.6,216591.35,452140.7,216598.04,452135.2,1,1
216604.99,452154.44,216601.79,452154.52,216598.59,452154.6,216591.01,452139.78,216598.02,452134.2,1,1
216604.96,452153.45,216601.76,452153.53,216598.56,452153.61,216590.65,452138.86,216597.99,452133.21,1,1
216604.93,452152.45,216601.73,452152.53,216598.53,452152.61,216590.29,452137.94,216597.96,452132.22,1,1
216604.91,452151.46,216601.71,452151.53,216598.51,452151.63,216589.93,452137.02,216597.93,452131.22,1,1
216604.88,452150.47,216601.68,452150.55,216598.48,452150.64,216589.56,452136.09,216597.9,452130.24,1,1
216604.85,452149.48,216601.65,452149.55,216598.45,452149.66,216589.19,452135.17,216597.88,452129.25,1,1
216604.82,452148.48,216601.62,452148.55,216598.42,452148.67,216588.83,452134.25,216597.85,452128.26,1,1
216604.79,452147.49,216601.59,452147.57,216598.39,452147.67,216588.46,452133.32,216597.82,452127.27,1,1
216604.77,452146.5,216601.57,452146.58,216598.37,452146.68,216588.1,452132.39,216597.79,452126.28,1,1
216604.74,452145.51,216601.54,452145.58,216598.34,452145.68,216587.73,452131.48,216597.77,452125.28,1,1
216604.71,452144.52,216601.51,452144.58,216598.31,452144.69,216587.37,452130.56,216597.74,452124.29,1,1
216604.68,452143.53,216601.48,452143.59,216598.28,452143.7,216587.01,452129.63,216597.71,452123.29,1,1
216604.66,452142.54,216601.45,452142.6,216598.25,452142.71,216586.64,452128.71,216597.68,452122.3,1,1
216604.63,452141.54,216601.43,452141.6,216598.23,452141.72,216586.28,452127.79,216597.65,452121.31,1,1
216604.6,452140.54,216601.4,452140.61,216598.2,452140.73,216585.91,452126.86,216597.63,452120.32,1,1
216604.57,452139.55,216601.37,452139.61,216598.17,452139.74,216585.55,452125.94,216597.6,452119.33,1,1
216604.54,452138.56,216601.34,452138.61,216598.14,452138.74,216585.1,452125.05,216597.57,452118.34,1,1
216604.52,452137.56,216601.31,452137.62,216598.12,452137.74,216584.6,452124.2,216597.54,452117.35,1,1
216604.49,452136.58,216601.29,452136.63,216598.09,452136.74,216584.11,452123.34,216597.51,452116.35,1,1
216604.46,452135.59,216601.26,452135.64,216598.06,452135.75,216583.61,452122.48,216597.49,452115.37,1,1
216604.43,452134.59,216601.23,452134.65,216598.03,452134.76,216583.11,452121.63,216597.46,452114.38,1,1
216604.4,452133.59,216601.2,452133.65,216598,452133.76,216582.62,452120.76,216597.43,452113.38,1,1
216604.38,452132.6,216601.18,452132.65,216597.98,452132.78,216582.12,452119.91,216597.4,452112.39,1,1
216604.35,452131.61,216601.15,452131.66,216597.95,452131.78,216581.62,452119.05,216597.38,452111.4,1,1
216604.32,452130.62,216601.12,452130.67,216597.92,452130.8,216581.02,452118.25,216597.35,452110.41,1,1
216604.29,452129.63,216601.09,452129.67,216597.89,452129.81,216580.37,452117.5,216597.32,452109.42,1,1
216604.27,452128.64,216601.06,452128.68,216597.86,452128.82,216579.71,452116.75,216597.29,452108.43,1,1
216604.24,452127.64,216601.04,452127.68,216597.84,452127.83,216579.06,452116,216597.26,452107.44,1,1
216604.21,452126.64,216601.01,452126.69,216597.81,452126.83,216578.4,452115.25,216597.24,452106.44,1,1
216604.18,452125.64,216600.98,452125.69,216597.78,452125.84,216577.75,452114.5,216597.21,452105.44,1,1
216604.15,452124.65,216600.95,452124.71,216597.75,452124.85,216577.09,452113.75,216597.18,452104.46,1,1
216604.13,452123.66,216600.92,452123.72,216597.73,452123.85,216576.44,452113,216597.15,452103.46,1,1
216604.1,452122.67,216600.9,452122.73,216597.7,452122.85,216575.79,452112.25,216597.13,452102.47,1,1
216604.07,452121.68,216600.87,452121.73,216597.67,452121.86,216575.12,452111.52,216597.1,452101.49,1,1
216604.04,452120.68,216600.84,452120.74,216597.64,452120.88,216574.4,452110.83,216597.07,452100.49,1,1
216604.01,452119.69,216600.81,452119.75,216597.61,452119.88,216573.69,452110.15,216597.04,452099.51,1,1
216603.99,452118.7,216600.79,452118.76,216597.59,452118.89,216572.97,452109.47,216597.01,452098.52,1,1
216603.96,452117.71,216600.76,452117.78,216597.56,452117.9,216572.25,452108.78,216596.99,452097.53,1,1
216603.93,452116.72,216600.73,452116.79,216597.53,452116.91,216571.53,452108.1,216596.96,452096.53,1,1
216603.9,452115.73,216600.7,452115.8,216597.5,452115.93,216570.82,452107.42,216596.93,452095.55,1,1
216603.88,452114.73,216600.67,452114.81,216597.48,452114.93,216570.1,452106.74,216596.9,452094.55,1,1
216603.85,452113.74,216600.65,452113.81,216597.45,452113.93,216569.39,452106.05,216596.88,452093.56,1,1
216603.82,452112.75,216600.62,452112.82,216597.42,452112.95,216568.66,452105.37,216596.85,452092.57,1,1
216603.79,452111.76,216600.59,452111.83,216597.39,452111.96,216567.89,452104.75,216596.82,452091.57,1,1
216603.76,452110.76,216600.56,452110.84,216597.36,452110.97,216567.11,452104.14,216596.79,452090.59,1,1
216603.74,452109.77,216600.54,452109.85,216597.34,452109.98,216566.32,452103.54,216596.76,452089.6,1,1
216603.71,452108.77,216600.51,452108.86,216597.31,452108.98,216565.52,452102.93,216596.72,452088.62,1,1
216603.68,452107.79,216600.48,452107.87,216597.28,452107.99,216564.73,452102.32,216596.67,452087.62,1,1
216603.65,452106.8,216600.45,452106.88,216597.25,452107,216563.94,452101.71,216596.63,452086.62,1,1
216603.63,452105.81,216600.42,452105.88,216597.22,452106,216563.15,452101.11,216596.58,452085.64,1,1
216603.6,452104.82,216600.4,452104.89,216597.2,452105.02,216562.36,452100.5,216596.54,452084.65,1,1
216603.57,452103.82,216600.37,452103.89,216597.17,452104.02,216561.58,452099.9,216596.49,452083.66,1,1
216603.54,452102.83,216600.34,452102.9,216597.14,452103.03,216560.79,452099.3,216596.45,452082.67,1,1
216603.51,452101.83,216600.31,452101.91,216597.11,452102.05,216560,452098.69,216596.41,452081.68,1,1
216603.49,452100.84,216600.28,452100.91,216597.09,452101.05,216559.21,452098.09,216596.36,452080.7,1,1
216603.46,452099.84,216600.26,452099.92,216597.06,452100.06,216558.42,452097.48,216596.32,452079.7,1,1
216603.43,452098.85,216600.23,452098.92,216597.03,452099.08,216557.63,452096.88,216596.27,452078.71,1,1
216603.4,452097.85,216600.2,452097.93,216597,452098.08,216556.84,452096.27,216596.23,452077.71,1,1
216603.37,452096.85,216600.17,452096.94,216596.97,452097.09,216556.06,452095.67,216596.18,452076.73,1,1
216603.35,452095.85,216600.15,452095.96,216596.95,452096.1,216555.24,452095.1,216596.14,452075.73,1,1
216603.32,452094.85,216600.12,452094.97,216596.92,452095.11,216554.38,452094.61,216596.09,452074.74,1,1
216603.29,452093.86,216600.09,452093.97,216596.89,452094.12,216553.52,452094.13,216596.05,452073.75,1,1
216603.26,452092.86,216600.06,452092.98,216596.86,452093.13,216552.65,452093.63,216596.01,452072.76,1,1
216603.23,452091.87,216600.03,452091.99,216596.83,452092.13,216551.79,452093.14,216595.96,452071.77,1,1
216603.21,452090.88,216600.01,452091,216596.81,452091.14,216550.93,452092.66,216595.92,452070.78,1,1
216603.18,452089.89,216599.98,452090,216596.78,452090.16,216550.06,452092.16,216595.87,452069.79,1,1
216603.14,452088.9,216599.94,452089.01,216596.74,452089.17,216549.2,452091.67,216595.83,452068.8,1,1
216603.09,452087.9,216599.89,452088.01,216596.7,452088.18,216548.29,452091.28,216595.78,452067.81,1,1
216603.05,452086.91,216599.85,452087.02,216596.65,452087.18,216547.34,452090.95,216595.74,452066.82,1,1
216603.01,452085.92,216599.81,452086.03,216596.61,452086.19,216546.41,452090.63,216595.69,452065.83,1,1
216602.96,452084.92,216599.76,452085.04,216596.56,452085.2,216545.47,452090.3,216595.65,452064.85,1,1
216602.92,452083.94,216599.72,452084.06,216596.52,452084.22,216544.54,452089.98,216595.61,452063.85,1,1
216602.87,452082.94,216599.67,452083.06,216596.47,452083.23,216543.59,452089.65,216595.56,452062.86,1,1
216602.83,452081.94,216599.63,452082.06,216596.43,452082.24,216542.66,452089.32,216595.52,452061.87,1,1
216602.78,452080.96,216599.58,452081.07,216596.39,452081.25,216541.72,452089,216595.47,452060.88,1,1
216602.74,452079.97,216599.54,452080.07,216596.34,452080.26,216540.76,452088.8,216595.43,452059.88,1,1
216602.69,452078.97,216599.49,452079.09,216596.3,452079.26,216539.77,452088.74,216595.38,452058.89,1,1
216602.65,452077.99,216599.45,452078.1,216596.25,452078.27,216538.78,452088.69,216595.34,452057.91,1,1
216602.6,452077,216599.4,452077.11,216596.21,452077.28,216537.79,452088.64,216595.3,452056.91,1,1
216602.56,452076.01,216599.36,452076.12,216596.16,452076.29,216536.8,452088.58,216595.25,452055.92,1,1
216602.51,452075.02,216599.32,452075.13,216596.12,452075.29,216535.81,452088.53,216595.21,452054.93,1,1
216602.47,452074.03,216599.27,452074.14,216596.07,452074.31,216534.82,452088.48,216595.16,452053.93,1,1
216602.43,452073.03,216599.23,452073.15,216596.03,452073.32,216533.84,452088.43,216595.12,452052.94,1,1
216602.38,452072.04,216599.18,452072.16,216595.99,452072.33,216532.84,452088.37,216595.07,452051.94,1,1
216602.34,452071.05,216599.14,452071.17,216595.94,452071.34,216531.86,452088.32,216595.03,452050.94,1,1
216602.29,452070.06,216599.09,452070.17,216595.9,452070.34,216530.87,452088.27,216594.98,452049.95,1,1
216602.25,452069.06,216599.05,452069.18,216595.85,452069.35,216529.88,452088.21,216594.94,452048.96,1,1
216602.2,452068.07,216599,452068.19,216595.81,452068.37,216528.9,452088.16,216594.89,452047.97,1,1
